"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스"
"고객","4층이면 신천이 잘 보이나요?","I","부동산업","주택","1","7","전망문의","","Q","","4층이면 신천이 잘 보이나요?","","","","4층, 신천","","4층/층수, 신천/입지정보"
"점원","예 4층 높이에서 신천 잘 보입니다","I","부동산업","주택","0","8","전망문의","","A","","","","","예 4층 높이에서 신천 잘 보입니다","4층, 높이, 신천","","4층/층수, 신천/입지정보"
"고객","매물 가격이 얼마예요?","I","부동산업","주택","1","9","시세문의","","Q","","매물 가격이 얼마예요?","","","","매물, 가격","",""
"점원","7억5천만 원입니다","I","부동산업","주택","0","10","시세문의","","A","","","","","7억5천만 원입니다","7억5천만 원","","7억5천만 원/금액"
"고객","47평 매물은 신천이 안 보이겠네요?","I","부동산업","주택","1","11","전망문의","","Q","","47평 매물은 신천이 안 보이겠네요?","","","","47평, 매물, 신천","","47평/평수, 신천/입지정보"
"점원","47평 매물에서는 신천이 안 보입니다","I","부동산업","주택","0","12","전망문의","","A","","","","","47평 매물에서는 신천이 안 보입니다","47평, 매물, 신천","","47평/평수, 신천/입지정보"
"고객","58평은 다 이런 구조예요?","I","부동산업","주택","1","13","실내구조문의","","Q","","58평은 다 이런 구조예요?","","","","58평, 구조","","58평/평수"
"점원","예 58평은 구조가 다 비슷하고 거의 똑같습니다","I","부동산업","주택","0","14","실내구조문의","","A","","","","","예 58평은 구조가 다 비슷하고 거의 똑같습니다","58평, 구조","","58평/평수"
"고객","58평 전세는 얼마예요?","I","부동산업","주택","1","15","거래가문의","","Q","","58평 전세는 얼마예요?","","","","58평, 전세","","58평/평수, 전세/계약종류"
"점원","5억8천만 원입니다","I","부동산업","주택","0","16","거래가문의","","A","","","","","5억8천만 원입니다","5억8천만 원","","5억8천만 원/금액"
"고객","근처에 25평 정도의 소형 아파트로 매매나 전세 나와있는 게 있나 싶어서","I","부동산업","주택","1","1","면적별매물문의","","Q","","근처에 25평 정도의 소형 아파트로 매매나 전세 나와있는 게 있나 싶어서","","","","근처, 25평, 소형, 아파트, 매매, 전세","","근처/위치, 25평/평수, 소형/크기, 아파트/집 종류, 매매/매매종류, 전세/매매종류"
"점원","아파트 전세는 잘 없고 매매는 많습니다","I","부동산업","주택","0","2","거래의뢰","","A","","","","","아파트 전세는 잘 없고 매매는 많습니다","아파트, 전세, 매매","","아파트/집 종류, 전세/매매종류, 매매/매매종류"
"고객","아파트 매매는 가격대가 얼마 정도면 들어갈 수 있어요?","I","부동산업","주택","1","3","매매가문의","","Q","","아파트 매매는 가격대가 얼마 정도면 들어갈 수 있어요?","","","","아파트, 매매, 가격대","","아파트/집 종류, 매매/매매종류"
"점원","아파트 가격대는 #주소# 같은 경우 1억 5천만 원에서 1억 6천만 원 정도 하고 있습니다","I","부동산업","주택","0","4","매매가문의","","A","","","","","아파트 가격대는 #주소# 같은 경우 1억 5천만 원에서 1억 6천만 원 정도 하고 있습니다","아파트, 가격대, #주소#, 1억 5천만 원, 1억 6천만 원","","아파트/집 종류, #주소#/아파트명, 1억 5천만 원/가격, 1억 6천만 원/가격"
"고객","#주소# 몇 층 짜리예요?","I","부동산업","주택","1","5","층문의","","Q","","#주소# 몇 층 짜리예요?","","","","#주소#, 몇 층","","#주소#/아파트명, 몇 층/층수"
"점원","#주소#은 12층 건물입니다","I","부동산업","주택","0","6","층문의","","A","","","","","#주소#은 12층 건물입니다","#주소#, 12층, 건물","","#주소#/아파트명, 12층/층수"
"고객","#주소#은 전세로 들어가면 얼마 정도 되나요?","I","부동산업","주택","1","7","임대가문의","","Q","","#주소#은 전세로 들어가면 얼마 정도 되나요?","","","","#주소#, 전세","","#주소#/아파트명, 전세/매매종류"
"점원","#주소# 매매가랑 얼마 차이 안나요","I","부동산업","주택","0","8","임대가문의","","A","","","","","#주소# 매매가랑 얼마 차이 안나요","#주소#, 매매가","","#주소#/아파트명, 매매가/가격"
"고객","#주소# 평수가 25평이에요?","I","부동산업","주택","1","9","면적문의","","Q","","#주소# 평수가 25평이에요?","","","","#주소#, 평수, 25평","","#주소#/아파트명, 25평/평수"
"점원","#주소# 평수는 24평 입니다","I","부동산업","주택","0","10","면적문의","","A","","","","","#주소# 평수는 24평 입니다","#주소#, 평수, 24평","","#주소#/아파트명, 24평/평수"
"고객","#주소# 1억 5천만 원인가요?","I","부동산업","주택","1","11","거래가문의","","Q","","#주소# 1억 5천만 원인가요?","","","","#주소#, 1억 5천만 원","","#주소#/아파트명, 1억 5천만 원/가격"
"점원","#주소# 전세는 1억 3천 5백만 원, 매매로 하면 1억 6천 5백만 원 정도 합니다","I","부동산업","주택","0","12","거래가문의","","A","","","","","#주소# 전세는 1억 3천 5백만 원, 매매로 하면 1억 6천 5백만 원 정도 합니다","#주소#, 전세, 1억 3천 5백만 원, 매매, 1억 6천 5백만 원","","#주소#/아파트명, 전세/매매종류, 1억 3천 5백만 원/가격, 매매/매매종류, 1억 6천 5백만 원/가격"
"고객","오늘은 아파트 조금 알아보고 다음에 하려고 해요","I","부동산업","주택","1","13","추후방문","","Q","","오늘은 아파트 조금 알아보고 다음에 하려고 해요","","","","오늘, 아파트","","오늘/날짜, 아파트/집 종류"
"점원","다른 아파트는 23평에 1억 9천만 원도 있습니다","I","부동산업","주택","0","14","#주소#매물문의","","A","","","","","다른 아파트는 23평에 1억 9천만 원도 있습니다","아파트, 23평, 1억 9천만 원","","아파트/집 종류, 23평/평수, 1억 9천만 원/가격"
"고객","다른 아파트는 몇 층 건물에 몇 층이에요?","I","부동산업","주택","1","15","층문의","","Q","","다른 아파트는 몇 층 건물에 몇 층이에요?","","","","아파트, 몇 층, 건물","","아파트/집 종류, 몇 층/층수"
"점원","아파트 전세랑 매매 중에 어떤 것을 원하시는데요?","I","부동산업","주택","0","16","거래의뢰","매매전월세","Q","","","아파트 전세랑 매매 중에 어떤 것을 원하시는데요?","","","아파트, 전세, 매매","","아파트/집 종류, 전세/매매종류, 매매/매매종류"
"고객","아파트 전세 찾는데 매매도 생각하고 있어요","I","부동산업","주택","1","17","거래의뢰","매매전월세","A","","","","아파트 전세 찾는데 매매도 생각하고 있어요","","아파트, 전세, 매매","","아파트/집 종류, 전세/매매종류, 매매/매매종류"
"점원","아파트 전세는 없고, 월세는 하나 있고, 매매는 여기 12층 건물 2층에 29평인데 급매라서 2억 3천만 원도 가능해요","I","부동산업","주택","0","18","거래의뢰","","A","15","","","","아파트 전세는 없고, 월세는 하나 있고, 매매는 여기 12층 건물 2층에 29평인데 급매라서 2억 3천만 원도 가능해요","아파트, 전세, 월세, 하나, 매매, 12층, 건물, 2층, 29평, 급매, 2억 3천만 원","급매/급한 매매","아파트/집 종류, 전세/매매종류, 월세/매매종류, 매매/매매종류, 12층/층수, 2층/층수, 29평/평수, 급매/매물종류, 2억 3천만 원/가격"
"고객","남향인가요?","I","부동산업","주택","1","19","동서남북향문의","","Q","","남향인가요?","","","","남향","","남향/방향"
"점원","네, 층수 높으면 2억 5천만 원 정도 하는데 지금 집값이 많이 내려가서 2천만 원 정도 저렴해요","I","부동산업","주택","0","20","층문의","","A","","","","","네, 층수 높으면 2억 5천만 원 정도 하는데 지금 집값이 많이 내려가서 2천만 원 정도 저렴해요","층수, 2억 5천만 원, 지금, 집값, 2천만 원","","2억 5천만 원/가격, 지금/시간, 집값/시세, 2천만 원/가격"
"고객","조금 기다리면 아파트 가격이 또 빠지겠죠? ","I","부동산업","주택","1","21","시세변동문의","","Q","","조금 기다리면 아파트 가격이 또 빠지겠죠? ","","","","아파트, 가격","","아파트/집 종류"
"점원","아니요, 생각하고 계신 위치가 어디에요?","I","부동산업","주택","0","22","위치문의","위치","Q","","","아니요, 생각하고 계신 위치가 어디에요?","","","위치","",""
"고객","이 근처로요","I","부동산업","주택","1","23","위치문의","위치","A","","","","이 근처로요","","근처","","근처/위치"
"점원","#주소# 같은 경우 1억 5천만 원 있고, #주소#도 있습니다","I","부동산업","주택","0","24","#주소#매물문의","","A","","","","","#주소# 같은 경우 1억 5천만 원 있고, #주소#도 있습니다","#주소#, 1억 5천만 원, #주소#","","#주소#/아파트명, 1억 5천만 원/가격, #주소#/아파트명"
"고객","#주소#은 몇 층이에요?","I","부동산업","주택","1","25","층문의","","Q","","#주소#은 몇 층이에요?","","","","#주소#, 몇 층","","#주소#/아파트명, 몇 층/층수"
"점원","#주소#은 4층인데 연식이 오래됐어요","I","부동산업","주택","0","26","연식문의","","A","","","","","#주소#은 4층인데 연식이 오래됐어요","#주소#, 4층, 연식","","#주소#/아파트명, 4층/층수"
"고객","재개발도 좀 기대되지요?","I","부동산업","주택","1","27","재건축계획문의","","Q","","재개발도 좀 기대되지요?","","","","재개발","","재개발/매물정보"
"점원","네, 지금 어디 살고 계세요?","I","부동산업","주택","0","28","위치문의","위치","Q","","","네, 지금 어디 살고 계세요?","","","지금","","지금/시간"
"고객","예전에 이 근처에 살았었고, 지금은 북구청 근처에 살아요","I","부동산업","주택","1","29","위치문의","위치","A","","","","예전에 이 근처에 살았었고, 지금은 북구청 근처에 살아요","","근처, 지금, 북구청","","근처/위치, 지금/시간, 북구청/주변시설"
"점원","투자하시려고 하면 #주소#도 괜찮아요","I","부동산업","주택","0","30","#주소#매물문의","","A","","","","","투자하시려고 하면 #주소#도 괜찮아요","투자, #주소#","","#주소#/아파트명"
"고객","#주소# 평수는 몇 평 정도되나요?","I","부동산업","주택","1","31","면적문의","","Q","","#주소# 평수는 몇 평 정도되나요?","","","","#주소#, 평수, 몇 평","","#주소#/아파트명, 몇 평/평수"
"점원","#주소# 16평은 1억 6천만 원, 18평은 1억 8천만 원이라서 현금 계산하셔야 해요","I","부동산업","주택","0","32","거래가문의","","A","","","","","#주소# 16평은 1억 6천만 원, 18평은 1억 8천만 원이라서 현금 계산하셔야 해요","#주소#, 16평, 1억 6천만 원, 18평, 1억 8천만 원, 현금, 계산","","#주소#/아파트명, 16평/평수, 1억 6천만 원/가격, 1억 8천만 원/가격, 현금/결제수단"
"고객","#주소#은 연식이 좀 되죠?","I","부동산업","주택","1","33","연식문의","","Q","","#주소#은 연식이 좀 되죠?","","","","#주소#, 연식","","#주소#/아파트명"
"점원","#주소#은 연식이 조금 있는데 위치가 괜찮아서 앞으로 돈이 되기 때문에 사람들이 분양 받고 있어요","I","부동산업","주택","0","34","연식문의","","A","","","","","#주소#은 연식이 조금 있는데 위치가 괜찮아서 앞으로 돈이 되기 때문에 사람들이 분양 받고 있어요","#주소#, 연식, 위치, 돈, 분양","","#주소#/아파트명, 분양/매물정보"
